ACC_X,ACC_Y,ACC_Z,DATE,UNIX_TIMESTAMP,norm
0.3780856132507324,0.3370676040649414,-0.2226991653442382,2023-10-21T15:37:36.394984Z,1697902656394,0.553315659368396
0.3724632263183594,0.3266377449035644,-0.21913743019104,2023-10-21T15:37:36.415197Z,1697902656415,0.541703133335871
0.3671913146972656,0.3176498413085937,-0.2157421112060547,2023-10-21T15:37:36.436191Z,1697902656436,0.5312960961837823
0.3616852760314941,0.3097958564758301,-0.2122700214385986,2023-10-21T15:37:36.455739Z,1697902656455,0.5213907110690736
0.3555722236633301,0.302886962890625,-0.2085466384887695,2023-10-21T15:37:36.476042Z,1697902656476,0.5115308582626835
0.3489360809326172,0.2969918251037597,-0.2046358585357666,2023-10-21T15:37:36.496225Z,1697902656496,0.5018330074374806
0.3424673080444336,0.2925472259521484,-0.2009522914886474,2023-10-21T15:37:36.519424Z,1697902656519,0.4932033657083421
0.3375592231750488,0.2905168533325195,-0.1983232498168945,2023-10-21T15:37:36.536764Z,1697902656536,0.48752269961377737
0.335397720336914,0.2917346954345703,-0.197451114654541,2023-10-21T15:37:36.557117Z,1697902656557,0.4864028227773981
0.3369803428649902,0.2970409393310547,-0.1989247798919677,2023-10-21T15:37:36.577356Z,1697902656577,0.4912841735402734
0.3420829772949219,0.306396484375,-0.2026236057281494,2023-10-21T15:37:36.597556Z,1697902656597,0.501952083958812
0.3499302864074707,0.3193349838256836,-0.2080957889556884,2023-10-21T15:37:36.619316Z,1697902656619,0.5174262214279969
0.3595504760742187,0.335123062133789,-0.2147126197814941,2023-10-21T15:37:36.638117Z,1697902656638,0.5363632357950694
0.370676040649414,0.3535566329956054,-0.2222063541412353,2023-10-21T15:37:36.658405Z,1697902656658,0.5583714567091116
0.3833751678466797,0.3746447563171386,-0.2304823398590088,2023-10-21T15:37:36.678665Z,1697902656678,0.5834872078668749
0.3974323272705078,0.3981595039367676,-0.2392783164978027,2023-10-21T15:37:36.698833Z,1697902656698,0.6113407871889848
0.4114751815795898,0.4227547645568847,-0.2476794719696045,2023-10-21T15:37:36.719281Z,1697902656719,0.6398269585181962
0.4233160018920898,0.4461841583251953,-0.2543103694915771,2023-10-21T15:37:36.739440Z,1697902656739,0.665545268655115
0.4306812286376953,0.4659013748168945,-0.257791519165039,2023-10-21T15:37:36.759730Z,1697902656759,0.6848407691650417
0.4318175315856933,0.4795646667480469,-0.257089614868164,2023-10-21T15:37:36.779956Z,1697902656779,0.6946536692849087
0.4260191917419433,0.4855971336364746,-0.2518329620361328,2023-10-21T15:37:36.802863Z,1697902656802,0.6933374133106558
0.4131293296813965,0.4829111099243164,-0.2420313358306884,2023-10-21T15:37:36.820476Z,1697902656820,0.680042756490592
0.3934473991394043,0.4710574150085449,-0.2280631065368652,2023-10-21T15:37:36.840805Z,1697902656840,0.6547585239516472
0.3676996231079101,0.4503555297851562,-0.2105994224548339,2023-10-21T15:37:36.861073Z,1697902656861,0.6183649672968848
0.3372077941894531,0.4220395088195801,-0.1906054019927978,2023-10-21T15:37:36.881321Z,1697902656881,0.5728497732701175
0.3036332130432129,0.3878903388977051,-0.169121503829956,2023-10-21T15:37:36.902470Z,1697902656902,0.5208206275972828
0.2689242362976074,0.3501768112182617,-0.1472694873809814,2023-10-21T15:37:36.921827Z,1697902656921,0.4654378002447787
0.2346053123474121,0.3108224868774414,-0.1259069442749023,2023-10-21T15:37:36.942169Z,1697902656942,0.4092710954208071
0.2015943527221679,0.2711501121520996,-0.1055831909179687,2023-10-21T15:37:36.962345Z,1697902656962,0.3539921984648621
0.1702384948730468,0.2318716049194336,-0.0865921974182128,2023-10-21T15:37:36.982566Z,1697902656982,0.3004060501359269
0.1405005455017089,0.1932663917541504,-0.0690417289733886,2023-10-21T15:37:37.002870Z,1697902657002,0.24871482024113753
0.1122379302978515,0.1554832458496093,-0.0529942512512207,2023-10-21T15:37:37.023169Z,1697902657023,0.19894919804601607
0.0853266716003418,0.1187148094177246,-0.0385103225708007,2023-10-21T15:37:37.043452Z,1697902657043,0.15118495892775302
0.0592517852783203,0.0825681686401367,-0.0254371166229248,2023-10-21T15:37:37.063635Z,1697902657063,0.10476317785053346
0.0327672958374023,0.0456085205078125,-0.0133280754089355,2023-10-21T15:37:37.085817Z,1697902657085,0.05771889130530546
0.004378318786621,0.0060696601867675,-0.0016813278198242,2023-10-21T15:37:37.104226Z,1697902657104,0.007670548443092167
-0.0270171165466308,-0.0372200012207031,0.0097777843475341,2023-10-21T15:37:37.124480Z,1697902657124,0.047019763335327994
-0.0615348815917968,-0.0840387344360351,0.0209941864013671,2023-10-21T15:37:37.144672Z,1697902657144,0.10625350065189491
-0.0972280502319336,-0.1314311027526855,0.0314072370529174,2023-10-21T15:37:37.164903Z,1697902657164,0.16647475202561055
-0.1307625770568847,-0.1748442649841308,0.0403496026992797,2023-10-21T15:37:37.185733Z,1697902657185,0.22203031098115494
-0.1581315994262695,-0.2092504501342773,0.0472337007522583,2023-10-21T15:37:37.205597Z,1697902657205,0.2665002365951327
-0.1761846542358398,-0.2310132980346679,0.0517395734786987,2023-10-21T15:37:37.225808Z,1697902657225,0.2951019480125714
-0.1828694343566894,-0.2378926277160644,0.0535752773284912,2023-10-21T15:37:37.245996Z,1697902657245,0.304802300982808
-0.1771221160888672,-0.2287859916687011,0.0523879528045654,2023-10-21T15:37:37.269021Z,1697902657268,0.2940404250960784
-0.1580438613891601,-0.2027912139892578,0.0476036071777343,2023-10-21T15:37:37.286591Z,1697902657286,0.26147321470920315
