GYR_X,GYR_Y,GYR_Z,DATE,UNIX_TIMESTAMP,Line_Number
5.501379013061523,2.872476816177368,-2.4894888401031494,2023-10-21T15:18:53.526866Z,1697901533526,0
5.580132007598877,2.959344387054444,-2.4362776279449463,2023-10-21T15:18:53.537941Z,1697901533537,1
5.638265132904053,3.046344757080078,-2.3385019302368164,2023-10-21T15:18:53.551714Z,1697901533551,2
5.670324802398682,3.120840549468994,-2.21159291267395,2023-10-21T15:18:53.558013Z,1697901533557,3
5.662210464477539,3.1667351722717285,-2.0720465183258057,2023-10-21T15:18:53.568284Z,1697901533568,4
5.600219249725342,3.171657085418701,-1.935559630393982,2023-10-21T15:18:53.578352Z,1697901533578,5
5.47078275680542,3.126294612884521,-1.810646176338196,2023-10-21T15:18:53.587789Z,1697901533587,6
5.264190196990967,3.0253262519836426,-1.6989024877548218,2023-10-21T15:18:53.602611Z,1697901533602,7
5.228804588317871,2.9195687770843506,-1.6063148975372314,2023-10-21T15:18:53.607959Z,1697901533607,8
4.828256607055664,2.7105815410614014,-1.5114659070968628,2023-10-21T15:18:53.619335Z,1697901533619,9
4.373300552368164,2.469002485275269,-1.4206076860427856,2023-10-21T15:18:53.628180Z,1697901533628,10
3.88801383972168,2.213721513748169,-1.3317447900772097,2023-10-21T15:18:53.639350Z,1697901533639,11
3.3954105377197266,1.9608349800109863,-1.2428820133209229,2023-10-21T15:18:53.651570Z,1697901533651,12
2.910522937774658,1.718191623687744,-1.1492302417755127,2023-10-21T15:18:53.659341Z,1697901533659,13
2.4518418312072754,1.4944382905960083,-1.0470645427703855,2023-10-21T15:18:53.668874Z,1697901533668,14
2.0435783863067627,1.3042080402374268,-0.9374493956565856,2023-10-21T15:18:53.679591Z,1697901533679,15
1.7080814838409424,1.160138487815857,-0.8247745633125305,2023-10-21T15:18:53.689100Z,1697901533689,16
1.4574564695358276,1.0660876035690308,-0.714627206325531,2023-10-21T15:18:53.702595Z,1697901533702,17
1.2917033433914185,1.0176653861999512,-0.6121955513954163,2023-10-21T15:18:53.709254Z,1697901533709,18
1.2053680419921875,1.0084863901138306,-0.5224015712738037,2023-10-21T15:18:53.720419Z,1697901533720,19
1.182753324508667,1.027775526046753,-0.4487039446830749,2023-10-21T15:18:53.729445Z,1697901533729,20
1.2007120847702026,1.0608994960784912,-0.392033964395523,2023-10-21T15:18:53.740628Z,1697901533740,21
1.2392902374267578,1.096817135810852,-0.3523915708065033,2023-10-21T15:18:53.751480Z,1697901533751,22
1.2939648628234863,1.1356613636016846,-0.3292446732521057,2023-10-21T15:18:53.760611Z,1697901533760,23
1.3922725915908811,1.1975194215774536,-0.3249877691268921,2023-10-21T15:18:53.770232Z,1697901533770,24
1.5862276554107666,1.318042874336243,-0.3461392521858215,2023-10-21T15:18:53.785836Z,1697901533785,25
1.9289082288742063,1.5298237800598145,-0.4005477726459503,2023-10-21T15:18:53.790365Z,1697901533790,26
2.4437272548675537,1.842572927474976,-0.4919381141662597,2023-10-21T15:18:53.802510Z,1697901533802,27
3.099555969238281,2.227423429489136,-0.6123285889625549,2023-10-21T15:18:53.810771Z,1697901533810,28
3.846642017364502,2.646728038787842,-0.7514760494232178,2023-10-21T15:18:53.821882Z,1697901533821,29
4.626186847686768,3.0589823722839355,-0.8954125046730042,2023-10-21T15:18:53.834834Z,1697901533834,30
5.071698188781738,3.329029560089112,-1.0228534936904907,2023-10-21T15:18:53.841871Z,1697901533841,31
5.547939300537109,3.5537140369415283,-1.1239548921585083,2023-10-21T15:18:53.851562Z,1697901533851,32
5.826100826263428,3.652154922485352,-1.1828863620758057,2023-10-21T15:18:53.862176Z,1697901533862,33
5.868803024291992,3.606659173965454,-1.1858129501342771,2023-10-21T15:18:53.871699Z,1697901533871,34
5.687618732452393,3.426539182662964,-1.1318035125732422,2023-10-21T15:18:53.885700Z,1697901533885,35
5.3491950035095215,3.1514368057250977,-1.036954402923584,2023-10-21T15:18:53.891841Z,1697901533891,36
5.176657676696777,2.875004529953003,-0.9242796301841736,2023-10-21T15:18:53.902951Z,1697901533902,37
4.679797172546387,2.518488883972168,-0.8036230802536011,2023-10-21T15:18:53.912030Z,1697901533912,38
4.185198783874512,2.1566524505615234,-0.6816362738609314,2023-10-21T15:18:53.923163Z,1697901533923,39
3.69765043258667,1.7925543785095217,-0.5585852265357971,2023-10-21T15:18:53.934862Z,1697901533934,40
3.221941947937012,1.4299196004867554,-0.4344699382781982,2023-10-21T15:18:53.943210Z,1697901533943,41
2.7743020057678223,1.0803216695785522,-0.3128822147846222,2023-10-21T15:18:53.952725Z,1697901533952,42
2.373621225357056,0.7574623227119446,-0.1992761790752411,2023-10-21T15:18:53.967882Z,1697901533967,43
2.026284694671631,0.4666627645492553,-0.0959132984280586,2023-10-21T15:18:53.972968Z,1697901533972,44
1.7231136560440063,0.2031339854001999,0.000266056304099,2023-10-21T15:18:53.985889Z,1697901533985,45
1.4516031742095947,-0.0408396422863006,0.0943169593811035,2023-10-21T15:18:53.993137Z,1697901533993,46
1.2074965238571167,-0.2684507966041565,0.188633918762207,2023-10-21T15:18:54.004230Z,1697901534004,47
0.9967799186706544,-0.4763738214969635,0.2818866670131683,2023-10-21T15:18:54.017872Z,1697901534017,48
0.8266369104385376,-0.6603517532348633,0.3715476393699646,2023-10-21T15:18:54.024255Z,1697901534024,49
0.6954711675643921,-0.8207836747169495,0.4578829109668731,2023-10-21T15:18:54.034695Z,1697901534034,50
0.5953009724617004,-0.9603302478790284,0.5420897006988525,2023-10-21T15:18:54.044507Z,1697901534044,51
0.5185437202453613,-1.0812528133392334,0.6241680979728699,2023-10-21T15:18:54.054092Z,1697901534054,52
0.4602774083614349,-1.183285355567932,0.7021225690841675,2023-10-21T15:18:54.068871Z,1697901534068,53
0.4165111482143402,-1.2661619186401367,0.7743569016456604,2023-10-21T15:18:54.074236Z,1697901534074,54
0.3829880356788635,-1.3297494649887085,0.8390085697174072,2023-10-21T15:18:54.085657Z,1697901534085,55
0.3569145202636719,-1.3748459815979004,0.8948803544044495,2023-10-21T15:18:54.094437Z,1697901534094,56
0.3356300294399261,-1.402116775512695,0.9422383904457092,2023-10-21T15:18:54.105551Z,1697901534105,57
0.3171391189098358,-1.4124928712844849,0.982279896736145,2023-10-21T15:18:54.117929Z,1697901534117,58
0.2990472912788391,-1.407437801361084,1.015802979469299,2023-10-21T15:18:54.125541Z,1697901534125,59
0.2770976424217224,-1.3912084102630615,1.0434727668762207,2023-10-21T15:18:54.135074Z,1697901534135,60
0.2462351024150848,-1.3691257238388062,1.0644912719726562,2023-10-21T15:18:54.145845Z,1697901534145,61
0.2032670229673385,-1.3471760749816897,1.077394962310791,2023-10-21T15:18:54.155392Z,1697901534155,62
0.1463309675455093,-1.3302814960479736,1.0803216695785522,2023-10-21T15:18:54.168811Z,1697901534168,63
0.0740966796875,-1.321501612663269,1.074202299118042,2023-10-21T15:18:54.175507Z,1697901534175,64
-0.0130367586389184,-1.3212356567382812,1.0602344274520874,2023-10-21T15:18:54.186690Z,1697901534186,65
-0.1118766739964485,-1.32655668258667,1.0408122539520264,2023-10-21T15:18:54.195725Z,1697901534195,66
-0.2186982780694961,-1.3324099779129028,1.0197938680648804,2023-10-21T15:18:54.206918Z,1697901534206,67
-0.3279143869876861,-1.330946683883667,0.9998396039009094,2023-10-21T15:18:54.217698Z,1697901534217,68
-0.433671772480011,-1.3135199546813965,0.982279896736145,2023-10-21T15:18:54.226928Z,1697901534226,69
-0.5322456359863281,-1.2752078771591189,0.9671146869659424,2023-10-21T15:18:54.250909Z,1697901534250,70
-0.6213744878768921,-1.2154781818389893,0.9544770121574402,2023-10-21T15:18:54.252525Z,1697901534252,71
-0.7022556066513062,-1.1377897262573242,0.9458301663398744,2023-10-21T15:18:54.256556Z,1697901534256,72
-0.7768844366073608,-1.0461333990097046,0.9422383904457092,2023-10-21T15:18:54.269172Z,1697901534269,73
-0.8475223779678345,-0.9463622570037842,0.9435687065124512,2023-10-21T15:18:54.276826Z,1697901534276,74
-0.9149676561355592,-0.8444626927375793,0.9474264979362488,2023-10-21T15:18:54.302509Z,1697901534302,75
-0.9794862866401672,-0.7460218667984009,0.9514173269271852,2023-10-21T15:18:54.303215Z,1697901534303,76
-1.0440049171447754,-0.6554297208786011,0.9558072686195374,2023-10-21T15:18:54.307968Z,1697901534307,77
-1.1107851266860962,-0.5738834738731384,0.9607293009757996,2023-10-21T15:18:54.334617Z,1697901534334,78
-1.1788954734802246,-0.5008509755134583,0.9635229110717772,2023-10-21T15:18:54.336248Z,1697901534336,79
-1.2475379705429075,-0.4346029758453369,0.9628577828407288,2023-10-21T15:18:54.337675Z,1697901534337,80
-1.3175108432769775,-0.3735430538654327,0.9593990445137024,2023-10-21T15:18:54.368868Z,1697901534368,81
-1.389212965965271,-0.3163409531116485,0.9540778994560242,2023-10-21T15:18:54.369546Z,1697901534369,82
-1.4621124267578125,-0.2617993950843811,0.9466283321380616,2023-10-21T15:18:54.370775Z,1697901534370,83
-1.537406325340271,-0.211381733417511,0.9366512298583984,2023-10-21T15:18:54.378072Z,1697901534378,84
-1.6164250373840332,-0.166817307472229,0.9241465926170348,2023-10-21T15:18:54.451386Z,1697901534451,85
-1.698636531829834,-0.1294363886117935,0.9080501794815063,2023-10-21T15:18:54.452099Z,1697901534452,86
-1.7816460132598877,-0.0995050594210624,0.8878298997879028,2023-10-21T15:18:54.453344Z,1697901534453,87
-1.8637243509292605,-0.0763581618666648,0.8648160099983215,2023-10-21T15:18:54.453927Z,1697901534453,88
-1.942743182182312,-0.0583993569016456,0.8415361046791077,2023-10-21T15:18:54.455163Z,1697901534455,89
-2.01497745513916,-0.0423029512166976,0.8201185464859009,2023-10-21T15:18:54.455688Z,1697901534455,90
-2.077633619308472,-0.0239450670778751,0.8026918768882751,2023-10-21T15:18:54.456751Z,1697901534456,91
-2.128051280975342,0.0027935912366956,0.7908523678779602,2023-10-21T15:18:54.459329Z,1697901534459,92
-2.162771701812744,0.0441653467714786,0.7847330570220947,2023-10-21T15:18:54.470283Z,1697901534470,93
-2.1803314685821533,0.1037619560956955,0.7856642603874207,2023-10-21T15:18:54.484474Z,1697901534484,94
-2.1807305812835693,0.1818494796752929,0.7957744002342224,2023-10-21T15:18:54.490325Z,1697901534490,95
-2.163436889648437,0.2765655219554901,0.8169258832931519,2023-10-21T15:18:54.517795Z,1697901534517,96
-2.125922918319702,0.384983479976654,0.8481875061988831,2023-10-21T15:18:54.519475Z,1697901534519,97
-2.06645941734314,0.5019152164459229,0.8861005306243896,2023-10-21T15:18:54.520091Z,1697901534520,98
-1.987041473388672,0.6203102469444275,0.925476849079132,2023-10-21T15:18:54.535272Z,1697901534535,99
-1.8937888145446773,0.7320539355278015,0.9609953761100768,2023-10-21T15:18:54.540332Z,1697901534540,100
-1.7958800792694092,0.829164445400238,0.9886652231216432,2023-10-21T15:18:54.551874Z,1697901534551,101
-1.7042236328125,0.9056556820869446,1.0050276517868042,2023-10-21T15:18:54.560468Z,1697901534560,102
-1.628264546394348,0.9587339162826538,1.0071561336517334,2023-10-21T15:18:54.571609Z,1697901534571,103
-1.572259783744812,0.9899954795837402,0.993720293045044,2023-10-21T15:18:54.584202Z,1697901534584,104
-1.5362091064453125,1.00236713886261,0.9660504460334778,2023-10-21T15:18:54.591684Z,1697901534591,105
-1.51691997051239,1.0003716945648191,0.9272062182426452,2023-10-21T15:18:54.601124Z,1697901534601,106
-1.5094704627990725,0.9881331324577332,0.8813115358352661,2023-10-21T15:18:54.611881Z,1697901534611,107
-1.508140206336975,0.969110071659088,0.8312929272651672,2023-10-21T15:18:54.621430Z,1697901534621,108
-1.5076080560684204,0.9447659254074096,0.7795449495315552,2023-10-21T15:18:54.635090Z,1697901534635,109
-1.504947543144226,0.9152336716651917,0.7280630469322205,2023-10-21T15:18:54.641558Z,1697901534641,110
-1.5016217231750488,0.8793160915374756,0.6788426637649536,2023-10-21T15:18:54.652683Z,1697901534652,111
-1.499626398086548,0.8362149596214294,0.6328149437904358,2023-10-21T15:18:54.661779Z,1697901534661,112
-1.4982960224151611,0.7860633730888367,0.5889156460762024,2023-10-21T15:18:54.672976Z,1697901534672,113
-1.496566653251648,0.7305905818939209,0.5458145141601562,2023-10-21T15:18:54.684207Z,1697901534684,114
-1.4956355094909668,0.6708609461784363,0.5027133822441101,2023-10-21T15:18:54.692958Z,1697901534692,115
-1.500158429145813,0.6083377599716187,0.4597452878952026,2023-10-21T15:18:54.702489Z,1697901534702,116
-1.5143924951553345,0.5447502732276917,0.4175753593444824,2023-10-21T15:18:54.713249Z,1697901534713,117
-1.5387365818023682,0.4828921854496002,0.3763366341590881,2023-10-21T15:18:54.722734Z,1697901534722,118
-1.5711954832077026,0.425690084695816,0.336827278137207,2023-10-21T15:18:54.735137Z,1697901534735,119
-1.608975529670715,0.3751393854618072,0.2997124195098877,2023-10-21T15:18:54.742910Z,1697901534742,120
-1.6500811576843262,0.3317722082138061,0.2656572163105011,2023-10-21T15:18:54.754053Z,1697901534753,121
-1.6929162740707395,0.2945243418216705,0.2351937741041183,2023-10-21T15:18:54.767420Z,1697901534767,122
-1.73402202129364,0.2623315155506134,0.2091202586889267,2023-10-21T15:18:54.774066Z,1697901534774,123
-1.7678110599517822,0.2343956083059311,0.1879687756299972,2023-10-21T15:18:54.784117Z,1697901534784,124
-1.7885634899139404,0.2111156731843948,0.1718723773956298,2023-10-21T15:18:54.794319Z,1697901534794,125
-1.7928204536437988,0.1916935741901397,0.1601658910512924,2023-10-21T15:18:54.803804Z,1697901534803,126
-1.780581831932068,0.1741338521242141,0.1519181430339813,2023-10-21T15:18:54.818374Z,1697901534818,127
-1.7551734447479248,0.1551108211278915,0.1453997641801834,2023-10-21T15:18:54.823966Z,1697901534823,128
-1.7205860614776611,0.1310327351093292,0.1384823024272918,2023-10-21T15:18:54.835068Z,1697901534835,129
-1.6814758777618408,0.0988399162888526,0.1282391399145126,2023-10-21T15:18:54.844157Z,1697901534844,130
-1.6402370929718018,0.0566699914634227,0.1118766739964485,2023-10-21T15:18:54.855339Z,1697901534855,131
-1.5982002019882202,0.0039908443577587,0.0871334373950958,2023-10-21T15:18:54.867395Z,1697901534867,132
-1.5569615364074707,-0.0586654134094715,0.0537433736026287,2023-10-21T15:18:54.875411Z,1697901534875,133
-1.5173190832138062,-0.1295694261789322,0.0129037303850054,2023-10-21T15:18:54.885036Z,1697901534884,134
-1.479140043258667,-0.2053954601287841,-0.0324588678777217,2023-10-21T15:18:54.895676Z,1697901534895,135
-1.4429563283920288,-0.2820196747779846,-0.0796838626265525,2023-10-21T15:18:54.905138Z,1697901534905,136
-1.411029577255249,-0.3563824295997619,-0.126908853650093,2023-10-21T15:18:54.918173Z,1697901534918,137
-1.386951565742493,-0.4268873333930969,-0.173867791891098,2023-10-21T15:18:54.925270Z,1697901534925,138
-1.3739147186279297,-0.4931353628635406,-0.2208267301321029,2023-10-21T15:18:54.936384Z,1697901534936,139
-1.3756440877914429,-0.555924654006958,-0.2692489922046661,2023-10-21T15:18:54.945424Z,1697901534945,140
-1.3977267742156982,-0.6173836588859558,-0.3203317821025848,2023-10-21T15:18:54.956686Z,1697901534956,141
-1.4449517726898191,-0.6803059577941895,-0.3759375512599945,2023-10-21T15:18:54.967272Z,1697901534967,142
-1.515988826751709,-0.7452237010002136,-0.4369974732398987,2023-10-21T15:18:54.976644Z,1697901534976,143
-1.601925015449524,-0.8096093535423279,-0.5017821788787842,2023-10-21T15:18:54.986227Z,1697901534986,144
-1.691452980041504,-0.8697380423545837,-0.5666999220848083,2023-10-21T15:18:55.001795Z,1697901535001,145
-1.771934986114502,-0.9209538698196412,-0.6262965202331543,2023-10-21T15:18:55.006403Z,1697901535006,146
-1.8298022747039795,-0.959132969379425,-0.6743196845054626,2023-10-21T15:18:55.018222Z,1697901535018,147
-1.8524169921875,-0.9816147089004515,-0.7054482698440552,2023-10-21T15:18:55.026560Z,1697901535026,148
-1.831265568733216,-0.9868028163909912,-0.7158244848251343,2023-10-21T15:18:55.037712Z,1697901535037,149
-1.7603615522384644,-0.9748302698135376,-0.7038519382476807,2023-10-21T15:18:55.050595Z,1697901535050,150
-1.636512279510498,-0.9467613697052002,-0.6701958179473877,2023-10-21T15:18:55.057678Z,1697901535057,151
-1.463708758354187,-0.9067198634147644,-0.617782711982727,2023-10-21T15:18:55.067361Z,1697901535067,152
-1.253258228302002,-0.860027015209198,-0.5525989532470703,2023-10-21T15:18:55.078001Z,1697901535077,153
