GYR_X,GYR_Y,GYR_Z,DATE,UNIX_TIMESTAMP
0.285478413105011,0.154977798461914,0.991857886314392,2023-10-21T15:10:22.093266Z,1697901022093
0.2684507966041565,0.0432341508567333,1.0429407358169556,2023-10-21T15:10:22.105154Z,1697901022105
0.2542167901992798,-0.035651545971632,1.0485278367996216,2023-10-21T15:10:22.113353Z,1697901022113
0.2450378537178039,-0.0686425268650055,1.010880947113037,2023-10-21T15:10:22.122818Z,1697901022122
0.2242854684591293,-0.0670461878180503,0.910045564174652,2023-10-21T15:10:22.133757Z,1697901022133
0.2310699075460434,0.0054541542194783,0.8203846216201782,2023-10-21T15:10:22.143127Z,1697901022143
0.2610012292861938,0.1358217447996139,0.7561320066452026,2023-10-21T15:10:22.155545Z,1697901022155
0.2729737758636474,0.2691159546375274,0.674984872341156,2023-10-21T15:10:22.163348Z,1697901022163
0.2858774960041046,0.4090615808963775,0.6197781562805176,2023-10-21T15:10:22.174313Z,1697901022174
0.2977170050144195,0.5412915349006653,0.5930395126342773,2023-10-21T15:10:22.183528Z,1697901022183
0.3067629039287567,0.6552966833114624,0.589580774307251,2023-10-21T15:10:22.194615Z,1697901022194
0.3112858831882477,0.7457557916641235,0.5999569892883301,2023-10-21T15:10:22.204882Z,1697901022204
0.311152845621109,0.8130680918693542,0.6139249205589294,2023-10-21T15:10:22.214614Z,1697901022214
0.3086253106594085,0.8622884750366211,0.6213744878768921,2023-10-21T15:10:22.224288Z,1697901022224
0.3063638210296631,0.900068461894989,0.6136588454246521,2023-10-21T15:10:22.238928Z,1697901022238
0.3056986927986145,0.9307979941368104,0.5862550735473633,2023-10-21T15:10:22.244496Z,1697901022244
0.3062308132648468,0.955940306186676,0.5400943160057068,2023-10-21T15:10:22.255445Z,1697901022255
0.307295024394989,0.9757614731788636,0.4804976880550384,2023-10-21T15:10:22.264655Z,1697901022264
0.3102216422557831,0.992256999015808,0.4141166508197784,2023-10-21T15:10:22.275667Z,1697901022275
0.3159418702125549,1.0062249898910522,0.347735583782196,2023-10-21T15:10:22.288684Z,1697901022288
0.3232583999633789,1.0166010856628418,0.28867107629776,2023-10-21T15:10:22.295751Z,1697901022295
0.3307079970836639,1.0208580493927002,0.2429094016551971,2023-10-21T15:10:22.305165Z,1697901022305
0.3378915190696716,1.0184634923934937,0.2135101854801178,2023-10-21T15:10:22.315973Z,1697901022315
0.3442768454551697,1.0086194276809692,0.2006064504384994,2023-10-21T15:10:22.325507Z,1697901022325
0.347735583782196,0.9893303513526917,0.2015376538038253,2023-10-21T15:10:22.338973Z,1697901022338
0.3472034633159637,0.9580687284469604,0.2121798992156982,2023-10-21T15:10:22.345743Z,1697901022345
0.3428135514259338,0.9136373400688172,0.2274781465530395,2023-10-21T15:10:22.356747Z,1697901022356
0.3362951576709747,0.8557701110839844,0.242377296090126,2023-10-21T15:10:22.365907Z,1697901022365
0.3084922730922699,0.7633155584335327,0.2308038473129272,2023-10-21T15:10:22.376984Z,1697901022376
0.2633957266807556,0.6517049074172974,0.1971477270126342,2023-10-21T15:10:22.388590Z,1697901022388
0.2249506115913391,0.5564567446708679,0.1684136390686035,2023-10-21T15:10:22.397059Z,1697901022397
0.2701801657676697,0.4912729561328888,0.2105835676193237,2023-10-21T15:10:22.406507Z,1697901022406
0.3269831836223602,0.4142496585845947,0.2562122344970703,2023-10-21T15:10:22.417336Z,1697901022417
0.314345508813858,0.3042353689670563,0.2351937741041183,2023-10-21T15:10:22.426816Z,1697901022426
0.3005105853080749,0.1988770812749862,0.2109826505184173,2023-10-21T15:10:22.438772Z,1697901022438
0.2868086993694305,0.1049592122435569,0.1811843365430832,2023-10-21T15:10:22.447024Z,1697901022446
0.2757673561573028,0.0295322500169277,0.1430052667856216,2023-10-21T15:10:22.458012Z,1697901022457
0.269781082868576,-0.0212845038622617,0.0941839292645454,2023-10-21T15:10:22.467242Z,1697901022467
0.269781082868576,-0.0441653467714786,0.0340552069246768,2023-10-21T15:10:22.478311Z,1697901022478
0.2755013108253479,-0.0395093597471714,-0.0359176024794578,2023-10-21T15:10:22.488015Z,1697901022487
0.2864096164703369,-0.0110413366928696,-0.1122757568955421,2023-10-21T15:10:22.498381Z,1697901022498
0.3015748262405395,0.0363166853785514,-0.1898311674594879,2023-10-21T15:10:22.507863Z,1697901022507
0.3196666538715362,0.0963123813271522,-0.2631296813488006,2023-10-21T15:10:22.521957Z,1697901022521
0.3378915190696716,0.1608310341835022,-0.3263180553913116,2023-10-21T15:10:22.528111Z,1697901022528
0.3529236912727356,0.2218909561634063,-0.3748733401298523,2023-10-21T15:10:22.538985Z,1697901022538
0.3630338311195373,0.2731067836284637,-0.4069331288337707,2023-10-21T15:10:22.548362Z,1697901022548
0.3686210215091705,0.3123500943183899,-0.4238276779651642,2023-10-21T15:10:22.559383Z,1697901022559
0.3716806471347809,0.340419054031372,-0.429813951253891,2023-10-21T15:10:22.571439Z,1697901022571
0.374075174331665,0.3587769269943237,-0.4294148683547973,2023-10-21T15:10:22.579393Z,1697901022579
0.377267837524414,0.3688870668411255,-0.4262222051620483,2023-10-21T15:10:22.588879Z,1697901022588
0.3823229074478149,0.3712815642356872,-0.4228965044021606,2023-10-21T15:10:22.599723Z,1697901022599
0.3887082636356354,0.3655613660812378,-0.4201028943061828,2023-10-21T15:10:22.609209Z,1697901022609
0.3954927027225494,0.3502631187438965,-0.4177083969116211,2023-10-21T15:10:22.621723Z,1697901022621
0.4005477726459503,0.3232583999633789,-0.4146487414836883,2023-10-21T15:10:22.629347Z,1697901022629
