ACC_X,ACC_Y,ACC_Z,DATE,UNIX_TIMESTAMP,norm,Line_Number
0.1607847213745117,0.0848703384399414,-0.0524969100952148,2023-10-21T15:56:26.661082Z,1697903786661,0.1892369587156129,0
0.1749677658081054,0.0941920280456543,-0.0575184822082519,2023-10-21T15:56:26.681354Z,1697903786681,0.2068676702986098,1
0.1897783279418945,0.1041483879089355,-0.0628321170806884,2023-10-21T15:56:26.701567Z,1697903786701,0.2254120125399103,2
0.2053298950195312,0.1147365570068359,-0.0684616565704345,2023-10-21T15:56:26.721832Z,1697903786721,0.2449731449014008,3
0.2190370559692382,0.1244611740112304,-0.0735485553741455,2023-10-21T15:56:26.742152Z,1697903786742,0.2624446717339651,4
0.2286405563354492,0.1319518089294433,-0.0773286819458007,2023-10-21T15:56:26.762412Z,1697903786762,0.2750772781103718,5
0.2335786819458007,0.13676118850708,-0.0795860290527343,2023-10-21T15:56:26.782609Z,1697903786782,0.2821286220180243,6
0.2345504760742187,0.139139175415039,-0.0804708003997802,2023-10-21T15:56:26.804912Z,1697903786804,0.2843399122156453,7
0.2314739227294922,0.1388940811157226,-0.0798642635345459,2023-10-21T15:56:26.823168Z,1697903786823,0.2815138420445347,8
0.2242240905761718,0.1358604431152343,-0.0776474475860595,2023-10-21T15:56:26.843447Z,1697903786843,0.2734293856095371,9
0.212956428527832,0.1301422119140625,-0.073904275894165,2023-10-21T15:56:26.863724Z,1697903786863,0.2602869143246645,10
0.1989030838012695,0.1225724220275878,-0.0691242218017578,2023-10-21T15:56:26.883970Z,1697903786883,0.2436485038473713,11
0.1832728385925293,0.1139459609985351,-0.0637767314910888,2023-10-21T15:56:26.904637Z,1697903786904,0.2250335238877297,12
0.1669387817382812,0.1048460006713867,-0.0582008361816406,2023-10-21T15:56:26.924496Z,1697903786924,0.2055445889272886,13
0.1522445678710937,0.0967206954956054,-0.0532050132751464,2023-10-21T15:56:26.944809Z,1697903786944,0.1880533829023508,14
0.1415324211120605,0.0910453796386718,-0.0495953559875488,2023-10-21T15:56:26.965031Z,1697903786964,0.1754434003173764,15
0.1359481811523437,0.0886034965515136,-0.0477759838104248,2023-10-21T15:56:26.988127Z,1697903786988,0.1691597830125071,16
0.134192943572998,0.0886754989624023,-0.0473175048828125,2023-10-21T15:56:27.005558Z,1697903787005,0.1676604798077108,17
0.134955883026123,0.09049654006958,-0.0477938652038574,2023-10-21T15:56:27.025852Z,1697903787025,0.1693722754143965,18
0.1379151344299316,0.0938901901245117,-0.0491149425506591,2023-10-21T15:56:27.046119Z,1697903787046,0.1739201819461951,19
0.1433520317077636,0.0990519523620605,-0.0514001846313476,2023-10-21T15:56:27.066378Z,1697903787066,0.1816674798680715,20
0.1515703201293945,0.1062026023864746,-0.0547738075256347,2023-10-21T15:56:27.087937Z,1697903787087,0.1930096492112299,21
0.1600418090820312,0.113616943359375,-0.0583245754241943,2023-10-21T15:56:27.106952Z,1697903787106,0.2047533798768393,22
0.1662125587463379,0.1194343566894531,-0.0610742568969726,2023-10-21T15:56:27.127170Z,1697903787127,0.2135913038921429,23
0.1695203781127929,0.1231398582458496,-0.0627555847167968,2023-10-21T15:56:27.147404Z,1697903787147,0.2187209333773502,24
0.1704440116882324,0.1249880790710449,-0.0635392665863037,2023-10-21T15:56:27.167649Z,1697903787167,0.2207043711134273,25
0.1702446937561035,0.1259016990661621,-0.0639135837554931,2023-10-21T15:56:27.187983Z,1697903787187,0.2211773943429263,26
0.169044017791748,0.1259756088256836,-0.0639302730560302,2023-10-21T15:56:27.208279Z,1697903787208,0.2203016427156117,27
0.1666741371154785,0.1250758171081543,-0.0634970664978027,2023-10-21T15:56:27.228513Z,1697903787228,0.2178442229261271,28
0.1635279655456543,0.1234784126281738,-0.0627245903015136,2023-10-21T15:56:27.248764Z,1697903787248,0.2142957958737571,29
0.1601157188415527,0.1215519905090332,-0.0617847442626953,2023-10-21T15:56:27.271137Z,1697903787271,0.2103075948235391,30
0.1561126708984375,0.1190638542175293,-0.0605466365814209,2023-10-21T15:56:27.289215Z,1697903787289,0.205458663963094,31
0.1524033546447754,0.1166749000549316,-0.059359073638916,2023-10-21T15:56:27.309613Z,1697903787309,0.2009062329373574,32
0.1502609252929687,0.1153717041015625,-0.058732271194458,2023-10-21T15:56:27.329807Z,1697903787329,0.1983392433606042,33
0.1500391960144043,0.1154322624206543,-0.0588278770446777,2023-10-21T15:56:27.349975Z,1697903787349,0.1982349279662475,34
0.1513147354125976,0.116528034210205,-0.059476613998413,2023-10-21T15:56:27.371206Z,1697903787371,0.2000309964045456,35
0.1531987190246582,0.1179566383361816,-0.0603251457214355,2023-10-21T15:56:27.390682Z,1697903787390,0.2025407100922709,36
0.1559333801269531,0.1198792457580566,-0.0614740848541259,2023-10-21T15:56:27.410897Z,1697903787410,0.2060711423513483,37
1.133413314819336,0.0851062536239624,-0.5998687744140625,2023-10-21T15:56:33.916603Z,1697903793916,1.285189232421705,38
1.1570396423339844,0.0914069414138794,-0.5977606773376465,2023-10-21T15:56:33.935790Z,1697903793935,1.3055319951047375,39
1.173405647277832,0.0973893404006958,-0.5901403427124023,2023-10-21T15:56:33.956009Z,1697903793955,1.317053955152902,40
1.1821374893188477,0.1025986075401306,-0.5767993927001953,2023-10-21T15:56:33.976238Z,1697903793976,1.3193456928877876,41
1.1828861236572266,0.1066038012504577,-0.5576972961425781,2023-10-21T15:56:33.996369Z,1697903793996,1.312101454197277,42
1.1758337020874023,0.1091002225875854,-0.5332164764404297,2023-10-21T15:56:34.016746Z,1697903794016,1.295688065963708,43
1.1611700057983398,0.1099982261657714,-0.5039873123168945,2023-10-21T15:56:34.037056Z,1697903794037,1.270597734572882,44
1.1386327743530271,0.109460175037384,-0.4706788063049316,2023-10-21T15:56:34.057307Z,1697903794057,1.2369335727737047,45
1.106715202331543,0.1077569723129272,-0.4336593151092529,2023-10-21T15:56:34.077517Z,1697903794077,1.1935202158886222,46
1.062578201293945,0.1050198674201965,-0.3928468227386474,2023-10-21T15:56:34.099552Z,1697903794099,1.1377302986885256,47
1.0029335021972656,0.1010924577713012,-0.3481528759002685,2023-10-21T15:56:34.118063Z,1697903794118,1.066445366554491,48
0.9252719879150392,0.0956596732139587,-0.3000767230987549,2023-10-21T15:56:34.138343Z,1697903794138,0.9774073175730456,49
