GYR_X,GYR_Y,GYR_Z,DATE,UNIX_TIMESTAMP,Line_Number
0.3272492587566376,0.0431011207401752,0.0877985805273056,2023-10-20T11:57:01.105580Z,1697803021105,0
0.3549191057682037,0.066114991903305,0.0484222471714019,2023-10-20T11:57:01.116812Z,1697803021116,1
0.3805935382843017,0.0844728797674179,0.0110413366928696,2023-10-20T11:57:01.128343Z,1697803021128,2
0.4009468555450439,0.0935187935829162,-0.0218166168779134,2023-10-20T11:57:01.137193Z,1697803021137,3
0.4177083969116211,0.0959132984280586,-0.0490873865783214,2023-10-20T11:57:01.145916Z,1697803021145,4
0.4351350963115692,0.0988399162888526,-0.0706379488110542,2023-10-20T11:57:01.157258Z,1697803021157,5
0.4540250897407532,0.1054913252592086,-0.0868673846125602,2023-10-20T11:57:01.165991Z,1697803021165,6
0.4695893824100494,0.11307393014431,-0.0981747731566429,2023-10-20T11:57:01.178407Z,1697803021178,7
0.4766398668289184,0.1170647740364074,-0.1048261821269989,2023-10-20T11:57:01.186805Z,1697803021186,8
0.474112331867218,0.1167987138032913,-0.1069546341896057,2023-10-20T11:57:01.197459Z,1697803021197,9
0.463204026222229,0.1144042089581489,-0.1056243553757667,2023-10-20T11:57:01.206819Z,1697803021206,10
0.444580078125,0.1105463951826095,-0.1015004813671112,2023-10-20T11:57:01.217849Z,1697803021217,11
0.4017450213432312,0.1001701951026916,-0.091656394302845,2023-10-20T11:57:01.227017Z,1697803021226,12
0.3691531121730804,0.088995836675167,-0.0840737894177436,2023-10-20T11:57:01.237692Z,1697803021237,13
0.3414832651615143,0.079417809844017,-0.0776884406805038,2023-10-20T11:57:01.247770Z,1697803021247,14
0.2915977239608764,0.0677113309502601,-0.0663810446858406,2023-10-20T11:57:01.261930Z,1697803021261,15
0.2490286976099014,0.0578672476112842,-0.0566699914634227,2023-10-20T11:57:01.267387Z,1697803021267,16
0.201936736702919,0.0180918294936418,-0.0618580915033817,2023-10-20T11:57:01.279028Z,1697803021278,17
0.1487254798412323,-0.0313946455717086,-0.0764911845326423,2023-10-20T11:57:01.287944Z,1697803021287,18
0.0979087203741073,-0.0611929483711719,-0.088862806558609,2023-10-20T11:57:01.299298Z,1697803021299,19
0.0492204166948795,-0.0923215374350547,-0.1053582951426506,2023-10-20T11:57:01.311556Z,1697803021311,20
0.004789013415575,-0.1221198439598083,-0.1245143488049507,2023-10-20T11:57:01.319126Z,1697803021319,21
-0.0333900675177574,-0.1485924422740936,-0.1439364552497863,2023-10-20T11:57:01.328077Z,1697803021328,22
-0.0649177357554435,-0.1701430082321167,-0.1612301170825958,2023-10-20T11:57:01.339455Z,1697803021339,23
-0.0899270325899124,-0.1858403235673904,-0.1729366034269333,2023-10-20T11:57:01.348833Z,1697803021348,24
-0.1081518903374672,-0.1938220113515854,-0.1759962439537048,2023-10-20T11:57:01.360355Z,1697803021360,25
-0.1213216781616211,-0.1947532147169113,-0.1670833528041839,2023-10-20T11:57:01.368769Z,1697803021368,26
-0.134624496102333,-0.1926247626543045,-0.14433553814888,2023-10-20T11:57:01.379576Z,1697803021379,27
-0.1536475121974945,-0.1915605366230011,-0.1070876643061637,2023-10-20T11:57:01.389554Z,1697803021389,28
-0.1814503967761993,-0.1926247626543045,-0.0569360479712486,2023-10-20T11:57:01.400558Z,1697803021400,29
-0.2204276472330093,-0.1955513805150985,0.0026605629827827,2023-10-20T11:57:01.409579Z,1697803021409,30
-0.2744370698928833,-0.2027349025011062,0.0670461878180503,2023-10-20T11:57:01.420357Z,1697803021420,31
-0.3472034633159637,-0.2176340520381927,0.1318309009075164,2023-10-20T11:57:01.429818Z,1697803021429,32
-0.4385938048362732,-0.2430424392223358,0.1932899057865142,2023-10-20T11:57:01.443122Z,1697803021443,33
-0.543686032295227,-0.277762770652771,0.2483635544776916,2023-10-20T11:57:01.450635Z,1697803021450,34
-0.6531682014465332,-0.318203330039978,0.2946573495864868,2023-10-20T11:57:01.460891Z,1697803021460,35
-0.7557329535484314,-0.3591760098934173,0.3303089141845703,2023-10-20T11:57:01.470410Z,1697803021470,36
-0.841403067111969,-0.395891785621643,0.3537218570709228,2023-10-20T11:57:01.481010Z,1697803021480,37
-0.9024629592895508,-0.4246258735656738,0.363166868686676,2023-10-20T11:57:01.490170Z,1697803021490,38
-0.9354539513587952,-0.4420525431632995,0.3578457236289978,2023-10-20T11:57:01.501579Z,1697803021501,39
-0.9431695938110352,-0.4480388164520263,0.3378915190696716,2023-10-20T11:57:01.510449Z,1697803021510,40
-0.9347888231277466,-0.4468415677547455,0.3035702407360077,2023-10-20T11:57:01.521738Z,1697803021521,41
-0.9210869073867798,-0.4452452361583709,0.2558131217956543,2023-10-20T11:57:01.531007Z,1697803021530,42
-0.9101786017417908,-0.4480388164520263,0.1956844180822372,2023-10-20T11:57:01.543253Z,1697803021543,43
-0.9059216976165771,-0.4574838280677795,0.1262437105178833,2023-10-20T11:57:01.551334Z,1697803021551,44
-0.9092473983764648,-0.4727820456027984,0.0517479516565799,2023-10-20T11:57:01.561682Z,1697803021561,45
-0.9192245602607728,-0.4935344457626343,-0.022614786401391,2023-10-20T11:57:01.571739Z,1697803021571,46
-0.9338576197624208,-0.5192088484764099,-0.091656394302845,2023-10-20T11:57:01.582850Z,1697803021582,47
-0.9483577013015748,-0.5462135672569275,-0.1503218114376068,2023-10-20T11:57:01.594422Z,1697803021594,48
-0.955408215522766,-0.5669659972190857,-0.1955513805150985,2023-10-20T11:57:01.603416Z,1697803021603,49
-0.9506191611289978,-0.5756128430366516,-0.2254827171564102,2023-10-20T11:57:01.612377Z,1697803021612,50
-0.9358530640602112,-0.5732182860374451,-0.2397167235612869,2023-10-20T11:57:01.623452Z,1697803021623,51
-0.9165639877319336,-0.5652366280555725,-0.2387855350971222,2023-10-20T11:57:01.632481Z,1697803021632,52
-0.89687579870224,-0.5567228198051453,-0.2242854684591293,2023-10-20T11:57:01.644957Z,1697803021644,53
-0.8789169788360596,-0.5502044558525085,-0.1979458928108215,2023-10-20T11:57:01.652791Z,1697803021652,54
-0.862820565700531,-0.5460805892944336,-0.162028282880783,2023-10-20T11:57:01.663632Z,1697803021663,55
-0.8489856719970703,-0.5443512201309204,-0.1183950528502464,2023-10-20T11:57:01.673001Z,1697803021672,56
