ACC_X,ACC_Y,ACC_Z,DATE,UNIX_TIMESTAMP
0.09527528285980225,0.5020923614501953,0.12967205047607422,2023-10-21T15:26:54.813278Z,1697902014813
0.11121535301208496,0.5730218887329102,0.14463424682617188,2023-10-21T15:26:54.833637Z,1697902014833
0.08800888061523438,0.4252910614013672,0.10402488708496094,2023-10-21T15:26:54.853845Z,1697902014853
0.06193804740905762,0.2951974868774414,0.0720362663269043,2023-10-21T15:26:54.878803Z,1697902014878
0.045639991760253906,0.2051992416381836,0.05026555061340332,2023-10-21T15:26:54.895909Z,1697902014895
0.04125809669494629,0.18346214294433594,0.04429030418395996,2023-10-21T15:26:54.914601Z,1697902014914
0.03717851638793945,0.16648483276367188,0.040610313415527344,2023-10-21T15:26:54.934806Z,1697902014934
0.02814960479736328,0.1290454864501953,0.03212881088256836,2023-10-21T15:26:54.961370Z,1697902014961
0.022248387336730957,0.10571861267089844,0.026804685592651367,2023-10-21T15:26:54.977815Z,1697902014977
0.032810211181640625,0.15838909149169922,0.04023551940917969,2023-10-21T15:26:54.995700Z,1697902014995
0.05167579650878906,0.24323749542236328,0.06034398078918457,2023-10-21T15:26:55.016072Z,1697902015015
0.045812368392944336,0.2138957977294922,0.05307507514953613,2023-10-21T15:26:55.036277Z,1697902015036
0.04291105270385742,0.19999027252197266,0.049875736236572266,2023-10-21T15:26:55.061254Z,1697902015061
0.04165303707122803,0.1945171356201172,0.048784732818603516,2023-10-21T15:26:55.077957Z,1697902015077
0.0406031608581543,0.19196319580078125,0.04833722114562988,2023-10-21T15:26:55.097083Z,1697902015096
0.039844632148742676,0.19077491760253906,0.048181772232055664,2023-10-21T15:26:55.117274Z,1697902015117
0.04008793830871582,0.19434452056884766,0.04912281036376953,2023-10-21T15:26:55.137401Z,1697902015137
0.04147195816040039,0.2035207748413086,0.051451921463012695,2023-10-21T15:26:55.161163Z,1697902015161
0.042859792709350586,0.2133626937866211,0.0540766716003418,2023-10-21T15:26:55.178107Z,1697902015178
0.04188215732574463,0.21257305145263672,0.05424904823303223,2023-10-21T15:26:55.198426Z,1697902015198
0.03983139991760254,0.2064990997314453,0.05313563346862793,2023-10-21T15:26:55.218575Z,1697902015218
0.036191701889038086,0.19134807586669922,0.04961395263671875,2023-10-21T15:26:55.241487Z,1697902015241
0.032254695892333984,0.1732044219970703,0.04505109786987305,2023-10-21T15:26:55.260941Z,1697902015260
0.028462886810302734,0.1546030044555664,0.04021501541137695,2023-10-21T15:26:55.279453Z,1697902015279
0.024697422981262207,0.13508987426757812,0.03512144088745117,2023-10-21T15:26:55.299671Z,1697902015299
0.020598530769348145,0.11316967010498047,0.029442548751831055,2023-10-21T15:26:55.319850Z,1697902015319
0.01604604721069336,0.08790874481201172,0.022900819778442383,2023-10-21T15:26:55.340898Z,1697902015340
0.011082768440246582,0.06005287170410156,0.015633583068847656,2023-10-21T15:26:55.360882Z,1697902015360
0.006785988807678223,0.03606891632080078,0.009343147277832031,2023-10-21T15:26:55.380701Z,1697902015380
0.003943085670471191,0.020384788513183594,0.005233049392700195,2023-10-21T15:26:55.400996Z,1697902015400
0.0019811391830444336,0.009939193725585938,0.002527952194213867,2023-10-21T15:26:55.428951Z,1697902015428
7.855892181396484E-4,0.0038585662841796875,9.760856628417969E-4,2023-10-21T15:26:55.444493Z,1697902015444
0.00215303897857666,0.010488510131835938,0.002630472183227539,2023-10-21T15:26:55.461732Z,1697902015461
0.00681304931640625,0.033150672912597656,0.008244514465332031,2023-10-21T15:26:55.482073Z,1697902015481
0.02667820453643799,0.13418102264404297,0.03414297103881836,2023-10-21T15:26:55.502293Z,1697902015502
0.025693058967590332,0.12933349609375,0.032892465591430664,2023-10-21T15:26:55.524537Z,1697902015524
0.025251269340515137,0.12728118896484375,0.032352447509765625,2023-10-21T15:26:55.543037Z,1697902015542
0.025174498558044434,0.12714862823486328,0.032295942306518555,2023-10-21T15:26:55.563353Z,1697902015563
0.02530491352081299,0.1281108856201172,0.03251218795776367,2023-10-21T15:26:55.583420Z,1697902015583
0.025557994842529297,0.12963104248046875,0.03286552429199219,2023-10-21T15:26:55.603619Z,1697902015603
0.02583599090576172,0.13118648529052734,0.03321695327758789,2023-10-21T15:26:55.624946Z,1697902015624
0.026021838188171387,0.1321725845336914,0.033417463302612305,2023-10-21T15:26:55.644151Z,1697902015644
0.02599501609802246,0.1319723129272461,0.03330636024475098,2023-10-21T15:26:55.664422Z,1697902015664
0.025698423385620117,0.13025474548339844,0.03280472755432129,2023-10-21T15:26:55.684748Z,1697902015684
0.025196433067321777,0.12734603881835938,0.03199338912963867,2023-10-21T15:26:55.707629Z,1697902015707
0.024557113647460938,0.12362480163574219,0.030965089797973633,2023-10-21T15:26:55.725187Z,1697902015725
0.023940086364746094,0.11994361877441406,0.02993464469909668,2023-10-21T15:26:55.745481Z,1697902015745
0.023413419723510742,0.11667251586914062,0.028997182846069336,2023-10-21T15:26:55.765668Z,1697902015765
0.023005366325378418,0.11403274536132812,0.02821063995361328,2023-10-21T15:26:55.786017Z,1697902015785
0.022734522819519043,0.1121826171875,0.027616024017333984,2023-10-21T15:26:55.807394Z,1697902015807
0.022623419761657715,0.11124992370605469,0.027239561080932617,2023-10-21T15:26:55.826588Z,1697902015826
0.022713661193847656,0.11143016815185547,0.027123689651489258,2023-10-21T15:26:55.846807Z,1697902015846
0.023055195808410645,0.11295413970947266,0.027326107025146484,2023-10-21T15:26:55.867002Z,1697902015866
0.02364063262939453,0.11581134796142578,0.027833938598632812,2023-10-21T15:26:55.890652Z,1697902015890
